,RPL23AP7,S100A8,OAZ1,TBC1D15,RAB27B,POLE2,DAPP1,CD180,GAPDH,VGLL1,VCAN,RGS18,FRMD4B,CD24,KLF9,RAB11A,BPI,P2RY12
0,0.006466763441384249,0.18070818113986029,0.11028288156248589,0.009453634186312546,0.046229010070311195,0.000927317511471041,0.04706294868826056,0.0027826222735828866,0.11777371289248845,8.667517399511255e-05,0.007529866734202709,0.2535172188119539,0.017165278553044214,0.0003507609388180425,0.001434148233454097,0.030369521802789727,0.00473206279812083,0.026522282218831895
1,0.0015910775075936804,0.35042934671143894,0.06633819937856299,0.005076152474474397,0.023088128666488957,0.0015706248314394532,0.023175605959201265,0.002952633153705592,0.09378465712638505,4.749398069954155e-267,0.003705349778340331,0.12755848365488498,0.006577133090201169,0.000717229359025444,0.00022720844046961178,0.00931693222403869,0.006476000080881209,0.003549041286307282
2,0.0009224156782747372,0.2257954029137271,0.023049914747116765,0.03311867133377472,0.02307881934927934,0.0015124167917430452,0.06725964612234511,0.001036512045133785,0.064804609485421,4.71832906568473e-267,0.004495664264363225,0.5713472176706026,0.014432521511800996,0.0001820508068187136,0.00040831495185510364,0.009958591689549986,0.005663176834866927,0.0017154102257220154
3,0.0003852158866899767,0.21553982819549827,0.03478395552255466,0.011694078092909493,0.021925228788330888,0.0010960536235982742,0.029309710390124585,0.0008259118202588739,0.05285180888393539,9.157520567121219e-05,0.003564357725478947,0.21952386842353258,0.011648544445562374,0.00017152094469350526,0.0004976531614140976,0.012318431840347059,0.001567889393934094,0.00842308298257755
4,0.0003721940067715169,0.27060102928537083,0.02880069487482458,0.005257786690928474,0.0072570711617124355,0.0009241673040585805,0.002984190149175571,0.00034253422913809497,0.05645804991280758,1.4426437532661474e-267,0.003387802349709538,0.2925681129470844,0.009405979282548667,3.720162730611146e-05,4.513457231699477e-05,0.02078551786354009,0.0012649410067224049,0.005364438647693524
5,0.006181407146393741,0.13619262487998376,0.02231642984459734,0.010826237343874992,0.03774158546300229,0.00019852689165063674,0.04553832516760422,0.0018411395517409345,0.03980866775465603,1.97038822149075e-267,0.001765353764174484,0.3079050023021837,0.009917044937174218,0.0008102072414776585,0.0010301037486477236,0.01698479622881831,0.0016599579059986217,0.009966922429167179
6,0.009225774498662052,0.5601706107560743,0.02981784367452014,0.0010477073630481193,0.00011688608728164688,0.0013097928353181325,6.738584046401318e-05,6.150881575055246e-267,0.11075084400547283,6.150881575055246e-267,0.0006460220677008901,0.2971038690248264,0.006247227994281163,0.00022963658225212338,6.150881575055246e-267,0.016795414988566987,0.0005480931698941221,0.0038669685415998255
7,0.007324788245570324,0.3815033176517607,0.08392146964702059,0.010964759376800031,0.005809666057214975,0.003977943572985781,0.008229530668636647,0.0017760584966890296,0.15785532838931926,0.003043046241133842,3.180270100713979e-266,0.4221756987663009,0.01169972770553431,0.00034877435176710133,3.180270100713979e-266,0.014286037329876183,0.005730745754946892,0.00633230308979542
8,0.0055823870905989765,0.0406709847962417,0.03960394981610281,0.00015502823886721456,0.026057287470150448,0.0004983125103417591,0.028108562166497573,0.00031794226338034513,0.046557554246260825,1.8677877855164873e-267,0.000180317761831079,0.13069374654869703,0.004834899339885837,7.73117071979004e-05,0.000419160485012381,0.02333796731805343,0.000997653210338014,0.015115351677568478
9,0.0008486609308149048,0.10190145735588828,0.027192013807459208,0.00021105172833614194,0.024690972767473573,0.0002691402112239939,0.012260157581416131,0.00029916989548228225,0.03931459568340698,2.4643622612658696e-267,5.0112464283407554e-05,0.10138687692230633,0.007311747955853901,0.00026523505060976313,0.0005496964774008985,0.016693480199283645,0.001484665065393943,0.011443434860067504
10,0.002138340924782552,0.18919803858137102,0.09556919291105354,0.00042571380266313787,0.057081728076769186,0.0017519520050530344,0.04718150994169093,0.0008944109645768539,0.10232904877496751,4.368545965952376e-05,0.00034840047129271564,0.27791509153937966,0.008995291530771771,0.00040066712134675497,0.000963468666889021,0.035060764611797024,0.0011139740538776075,0.029901856977320312
11,0.001631908968413412,0.4148506338693445,0.07092697159551227,0.00017860185421316905,0.010891103656856678,0.0016100544389841226,0.01588232988188783,0.001850615027886988,0.1279861780820719,0.0003216289623680981,0.0003934743451795741,0.08546545500852186,0.002890908228139597,0.0011593288254605394,0.0008836107769432834,0.02174923890156767,0.006439218479292207,0.007868287205825518
12,0.01012946065159169,0.014482522694103129,0.08610134233623291,0.00029984788028166473,0.05851116183778696,0.001000872078671344,0.04788393036833642,7.856405360876577e-05,0.07598484864170867,1.6518925156390538e-267,3.011060941948746e-05,0.19891194211276544,0.022354872325998865,5.51458661059822e-05,0.0011284115485511192,0.02913048281958245,0.0004042887888668302,0.020220825286589608
13,0.0004993156303141195,0.6021842209049709,0.047702216482660334,0.003277216191188052,0.00203075224494713,0.00016747814640453583,0.006509125222395653,0.001202263550372152,0.08495685103566925,0.0001309039461039437,0.0007661814844492429,0.023359767717174355,0.0015973089161842498,0.0011881478574942452,0.0003644390827756027,0.0036221255389544895,0.014485406417493001,0.0010068042547550496
14,0.002592182961537167,0.4014913361013354,0.09624923840922857,0.010372348665723018,0.022653870370390117,0.0008603194546241453,0.019741521151471243,0.005330868571729498,0.17200921248164192,1.6770919994667563e-266,0.002741607542280305,0.1691020734582178,0.008165727613818547,0.0010582512430518346,0.0019546301490922396,0.018358964068529743,0.007742525437229396,0.00801632782583811
15,0.0005649684855888855,0.4482991269138739,0.07193200181599216,0.006147137525611245,0.014908671816827845,0.0003845632551646124,0.018192909923936712,0.0005068978760417398,0.1066601960297685,1.6578543544224513e-267,0.0031012897760310815,0.1754407659493476,0.00623907209050851,0.0006226708206412506,0.0006013470477709719,0.010090760153246408,0.003880882291068178,0.004293198613509793
16,0.0010123004356554412,0.5304296567901392,0.07191343605920596,0.006241821274464547,0.006098236425663828,7.77012987395522e-267,0.014202765575308142,0.0007494888545093519,0.1038140085753555,0.00015801106652176325,0.0009941714423071296,0.0506350598131405,0.005341823057638481,0.0006021431545491548,0.0008477735003855941,0.006133863703125532,0.003936392998423408,0.002080997104256319
17,0.0021364101520594753,0.20939115980249504,0.039104918240599966,0.009510640132565546,0.010387428792506053,0.0011007141427666755,0.030891106217568277,0.0019901401730994398,0.07932571710649289,9.68823976981995e-267,0.00105741734522127,0.13029311401570373,0.0047089993409028625,0.0004062697969002879,9.68823976981995e-267,0.01731381631157662,0.005498863008794152,0.0016949129589639575
18,0.0015432178848177704,0.1059979021576721,0.060283373579592715,7.556580941905213e-05,0.017611392873379747,0.0005036985329985961,0.021073623470564722,0.0006307271606039121,0.06134943190351454,1.2800517708946222e-266,5.681835280402044e-07,0.0733552034670916,0.003179113190214574,0.00035925828133247055,0.0008406813295230119,0.011193408198971374,0.004936433380474657,0.008542351657466063
19,0.0007114043867469709,0.6268639262356585,0.05990046336258551,0.00015346926991898047,0.0038715719347918094,0.00037503548637101406,0.010666073392427934,0.00023244621694696886,0.1299577677343938,2.43852886882702e-267,0.0022438237067949015,0.03748829939982289,0.006768382716507793,0.00019681004759636287,0.00046371685251831194,0.008304095152417913,0.001603932755954679,0.002850295778387916
20,0.0035255941878349064,0.44099407639878463,0.0967866582298785,0.00014439791457035358,0.010202222029511317,0.0013673578534834975,0.012307727796577501,0.0008393395822614189,0.07250804033529307,1.85651993784102e-266,0.0003459106739968885,0.04328882451851423,0.002113249359142951,0.0006270694854814724,0.00045971651389746277,0.012835370593754558,0.006652755500665845,0.005767990657136206
21,0.0009260043881749695,0.4579371450677801,0.05689400653813202,0.00012069816018177734,0.005558819193153953,0.0007108032698823658,0.01985696930293992,0.00034508708893902395,0.06753946749058941,4.783468546115515e-267,0.0009813777094529663,0.08898439192483977,0.002765425779897806,0.000516158362516947,0.0005686857135102355,0.011937727826951787,0.0066615880872007245,0.005074628250968954
22,0.0004428391365051386,0.48476861229184776,0.05131569959411594,0.0002741285294398206,0.009497647367462411,0.000983629373088037,0.02079223853308518,0.00025804929248123476,0.06800957537299242,2.5463898213150133e-266,2.5463898213150133e-266,0.10827920566488948,0.0033440518432949714,0.0003754791686883969,0.0005570771681013178,0.011274246306384616,0.005241796606191183,0.003990000855710011
23,0.0006425600756381032,0.5578137142605882,0.05184573729914566,0.00023046711557959092,0.014280669452886429,0.0005817030100245444,0.010119063189398165,0.00038927833173169263,0.08414982608326485,9.46973379251155e-267,0.0006247108839928936,0.14882206630758665,0.0066024255308501055,0.0004956699611260666,0.0005244854256181427,0.008252611620637479,0.002665519330317554,0.0026022479328178627
24,0.0018115148475594234,0.7147779402911494,0.16744500961647438,0.0001846663352458787,0.004562573801657655,0.00083452463173261,0.004084460763171739,0.0005947840946871893,0.10931918620151011,6.6160147082130455e-267,0.0013068676919741021,0.2049815814023284,0.007705496076904374,0.00048319669944032724,0.00023856899460769632,0.02393062357138644,0.004853649737394885,0.018986230831417858
25,0.0053123957707079,0.35411046445653815,0.19346875820946985,0.0028857254744249407,0.049431145222467186,0.002663454292599611,0.02628012242425147,0.008069858300722016,0.20926080037098446,9.323744861943254e-06,0.05142857602473723,0.4125376335529605,0.04600408921419919,0.0018783092264903136,0.00044690904116578785,0.11683613841019656,0.015018079980367855,0.0988858703048814
26,0.0030992428835048677,0.6346405993704323,0.0830306179143778,0.00033936862165496757,0.0019850250676335984,0.001185423855666243,0.00025030894372725094,0.000608871151736828,0.19063372078766466,1.1970042758849701e-266,0.00019241637264547543,0.3552581004099356,0.022574859239384612,0.00040919965628870053,1.1970042758849701e-266,0.07041003173985898,0.0015486976213669424,0.04009328192871565
27,0.00037580820252798125,0.3460524318983884,0.04496954323937856,0.00018327098785135947,0.01671617684215398,0.0006301369040802166,0.0111872502895348,0.0007039801131718864,0.0578384807088266,3.2665882382728407e-267,0.0024178520519439707,0.1246964861678855,0.005885111296129652,0.0006289793020279463,0.0005361537516615536,0.02954017656956821,0.005577564748060602,0.012981651199292184
28,0.0018560720478007378,0.6816062398829222,0.0509476227223919,0.00022426685484475592,0.0040283691397956555,5.1964740783511896e-266,0.011227409888529605,5.1964740783511896e-266,0.10269647506128307,5.1964740783511896e-266,0.00141764610662908,0.07978469756795574,0.004223895340606182,0.0005815987121861325,0.0007327954366189623,0.014241722063072565,0.0074623417615904694,0.0032478439717698025
29,0.0002661877784452513,0.07590653606267872,0.0691243702557259,0.00018987073898489758,0.008776955671669476,0.0010651793001615864,0.0030086997537551604,0.0004193325351243387,0.06722676970174565,0.0001528210703213483,0.00034226838227287135,0.2218587597575387,0.004209345872164853,5.079810668203875e-05,0.00011258424983164969,0.029490737592751032,0.0004187294218442428,0.029646562345432316
30,0.006033281718723431,0.47489588658370185,0.10469129689499,0.0003802715044136317,0.002527913626944785,0.0005215178800312989,0.0007530182087185687,0.00039920899975017394,0.16924116062431055,4.956165043584219e-267,0.0012301367674573526,0.35788474985148244,0.012710913625165483,0.0001286601569044221,5.108784085753414e-05,0.05066098735543796,0.0019500401557378565,0.044238715936627135
31,0.0010231578542324743,0.07010174368545774,0.17200896832782184,0.0003954113375345549,0.052572730657897665,0.0017239070456070249,0.039276345428757596,0.0002324134897729274,0.1585508987505627,1.2389405644935838e-267,0.00010435713336560513,0.3390101465856152,0.022214346176413498,8.566970231798384e-05,0.0005977754875705346,0.06725916109915339,0.0007404560038545817,0.06702361525249464
32,0.00041902464154210253,0.08860628244120801,0.14497298357578953,0.00046326210493053576,0.05689517466737501,0.001465751417956653,0.04203493017574391,0.00030588279057967437,0.12602602100971952,1.367924801200193e-267,0.0005565468950311969,0.43079218991965673,0.01994688245917995,9.802797104098537e-05,0.0005640912150390727,0.08515754810045106,0.0006343830234332811,0.09367839530484716
33,0.0011518608234305954,0.3026891385812354,0.04714541147898485,0.00024179849921646587,0.03177654345042383,0.0007681915115159341,0.04272400344236992,0.00047398648406220647,0.06433983904681682,2.4677621443208364e-267,0.00017025979074118748,0.2513027009880195,0.007024570743390143,0.0005488810611643385,0.0004145211403341383,0.022004584531294027,0.0022195104873859776,0.014925380811449462
34,0.0003602220318571516,0.20704000663857672,0.036966192152086075,0.00017593414809320487,0.01816345358622644,0.000893061712523681,0.028526580618021775,0.00058846482618827,0.07264463100446736,2.098916345077017e-267,6.161233453964546e-05,0.11171954354400192,0.004950260093504441,0.000501584427688543,0.0003264942840425024,0.01889572929787137,0.003728664371436138,0.010188501393841228
35,9.44373766702988e-05,0.48262040867979716,0.06588276866329201,0.000423211076359198,0.011059400291443432,0.0003932689511494662,0.020779636564068574,0.0005841673274994811,0.052041184938809486,8.280690505579577e-267,0.00023264142845519112,0.07913562683754079,0.00527969379870976,0.0003209977589659211,0.0006764356260486791,0.013545139305786649,0.0020638389702553844,0.009044511227270437
